,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,4,0,1,1800000,5800000,14,305,600000,3300000,3600000,2000000,1
1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,1,0,1,7600000,27800000,6,447,1300000,700000,20100000,10900000,1
1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,4,0,1,1200000,4600000,6,757,1900000,200000,4800000,1500000,0
1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,5,0,1,2700000,10400000,2,723,2800000,700000,10300000,1400000,0
1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1,0,1,4600000,10900000,12,463,1200000,1200000,10900000,6600000,1
1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,2,0,0,6900000,18700000,10,699,12800000,5700000,21200000,5200000,0
1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,4,0,1,8400000,25200000,2,308,8100000,9300000,27700000,10500000,0
1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,0,0,0,300000,500000,18,702,300000,400000,1200000,100000,0
1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,2,0,1,9500000,37500000,4,456,10200000,16800000,34100000,12900000,0
1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,3,0,1,1900000,5900000,8,651,700000,2100000,6200000,1500000,0
1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,3,0,0,4200000,14500000,20,840,4500000,5900000,8900000,4600000,0
1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,4,0,1,2200000,7900000,18,848,5100000,1700000,8500000,1600000,0
1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,5,0,1,7100000,19700000,4,727,7700000,12900000,23600000,5800000,0
1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,4,0,0,3500000,11600000,10,335,6300000,5200000,10300000,2300000,1
1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,5,0,0,400000,800000,18,304,900000,500000,1400000,400000,1
1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,2,0,1,8800000,34400000,2,712,10500000,12500000,29300000,5900000,0
1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,0,0,0,1800000,6600000,10,737,5000000,2000000,6000000,1500000,0
1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,1,0,1,7600000,29300000,14,690,13900000,4000000,30000000,9100000,0
1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,1,0,1,1000000,3200000,4,888,2000000,1500000,2200000,1300000,0
1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,2,0,1,8200000,27200000,10,839,9200000,6400000,25500000,6000000,0
1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,5,0,1,3600000,12400000,8,333,8800000,1000000,10700000,4000000,1
1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,5,0,0,9400000,23700000,18,862,21500000,3500000,22400000,5600000,0
1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,5,0,0,2600000,9100000,4,309,6400000,1400000,5900000,3400000,0
1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,5,0,0,9500000,30700000,10,823,16300000,3700000,30300000,13100000,0
1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,0,0,1,3500000,11700000,14,649,2700000,700000,11400000,4800000,0
1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,5,0,1,9800000,35700000,10,726,9400000,18900000,31200000,12000000,0
1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,4,0,0,800000,3100000,18,712,400000,700000,1900000,1100000,0
1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,0,0,0,9700000,37300000,20,701,12100000,16200000,24100000,10500000,0
1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,3,0,0,6200000,21300000,12,655,6500000,11600000,19200000,5000000,0
1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1,0,1,4400000,16600000,18,385,800000,5300000,13400000,5100000,1
1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,2,0,0,1800000,3800000,4,777,5100000,2700000,4600000,1400000,0
1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,3,0,0,1700000,5300000,14,696,300000,700000,4500000,800000,0
1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,3,0,0,3900000,14100000,16,496,2500000,2200000,13700000,2900000,1
1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,2,0,1,2200000,7900000,6,659,3400000,1800000,8600000,2400000,0
1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,3,0,1,6300000,17700000,2,542,16800000,900000,16400000,5300000,1
1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,2,0,0,2200000,8700000,18,729,3900000,3300000,7600000,1300000,0
1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1,0,0,8100000,28400000,6,744,20300000,10500000,21800000,7700000,0
1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,4,0,0,6800000,17000000,2,749,18000000,3800000,27100000,9400000,0
1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,0,0,0,4700000,14800000,20,755,12300000,5000000,15400000,3700000,0
1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,3,0,1,2200000,5300000,2,506,1600000,1700000,5800000,2800000,1
1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,3,0,1,3500000,13000000,6,391,6100000,3500000,13300000,4300000,1
1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1,0,1,3500000,11600000,10,898,3100000,2700000,9000000,4500000,0
1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,5,0,0,500000,1500000,12,527,100000,600000,1100000,200000,1
1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,5,0,0,9900000,35800000,20,470,9500000,18400000,39100000,14700000,1
1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1,0,0,8400000,25000000,12,694,5300000,14900000,23000000,7700000,0
1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,1,0,0,5000000,18800000,14,325,13100000,5700000,12800000,4300000,1
1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,4,0,1,5500000,13400000,10,880,300000,800000,19900000,2800000,0
1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,5,0,1,3000000,11900000,14,459,6000000,4800000,11700000,4200000,1
1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,3,0,1,9400000,21400000,10,323,5100000,15500000,29600000,11300000,1
1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,4,0,0,7600000,29000000,8,739,22100000,8100000,22100000,8800000,0
1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,0,0,1,5500000,16300000,10,724,11900000,1500000,11900000,6200000,0
1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1,0,0,3100000,7400000,18,487,8400000,1200000,9200000,4500000,1
1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,3,0,0,7700000,27700000,4,439,13900000,7500000,27100000,6200000,0
1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,2,0,0,9800000,25400000,2,655,19900000,4600000,21300000,7900000,0
1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,3,0,0,3200000,9200000,14,443,3300000,1100000,7200000,4500000,1
1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,2,0,0,700000,2600000,20,489,100000,200000,2400000,900000,1
1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,4,0,1,3100000,8600000,14,427,3100000,3800000,9900000,3700000,1
1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,0,0,1,4500000,10500000,20,417,9800000,2000000,9600000,5800000,1
1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,5,0,1,8900000,24800000,18,842,16200000,5000000,20000000,8100000,0
1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,3,0,0,5900000,23200000,2,307,15500000,10000000,21100000,6300000,0
1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,2,0,0,1500000,4500000,18,428,4500000,1200000,5600000,1100000,1
1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,4,0,1,6300000,15200000,16,415,15500000,1800000,20700000,7900000,1
1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,3,0,1,6500000,18200000,20,405,10400000,2800000,21300000,6700000,1
1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,4,0,0,8000000,31500000,18,683,10300000,7900000,30100000,9600000,0
1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,1,0,1,3300000,10600000,14,742,300000,600000,8400000,4500000,0
1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,4,0,0,3900000,10000000,10,530,10900000,200000,12300000,1900000,1
1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,3,0,0,1600000,3500000,10,844,4500000,2200000,5200000,1600000,0
1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,2,0,1,3900000,13900000,18,715,5000000,5600000,9900000,2100000,0
1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,3,0,1,8000000,26300000,12,476,21700000,6600000,16400000,9000000,1
1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,2,0,0,2200000,4800000,6,721,1800000,100000,6900000,2200000,0
1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,4,0,0,7600000,30300000,12,339,20400000,8000000,22200000,5800000,1
1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,5,0,1,2700000,6800000,6,461,4500000,2000000,8200000,1700000,1
1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,2,0,1,6300000,23200000,12,556,7000000,8300000,24200000,5300000,0
1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,3,0,0,7700000,18700000,8,483,15100000,5600000,24600000,10200000,1
1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,2,0,0,4500000,17200000,18,406,4100000,6300000,13800000,3300000,1
1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,2,0,1,9400000,24800000,14,513,24200000,18200000,37200000,7500000,1
1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,0,0,0,4600000,12600000,16,574,3400000,6200000,15100000,3600000,0
1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,0,0,1,5200000,15700000,6,692,3800000,7000000,12800000,5500000,0
1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,5,0,1,8000000,29800000,18,867,17700000,14100000,22800000,9200000,0
1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1,0,1,9900000,38500000,2,875,19600000,2900000,20200000,6500000,0
1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,4,0,1,8500000,18600000,10,597,16600000,3200000,21000000,11600000,0
1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,2,0,1,4900000,12000000,20,513,14200000,8100000,18300000,4800000,1
1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,3,0,1,7000000,24200000,2,354,18200000,7000000,15900000,7900000,0
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,2,0,0,9600000,25900000,18,647,11800000,9900000,35600000,11500000,0
1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1,0,0,9700000,23700000,6,875,11500000,14400000,38100000,10400000,0
1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,1,0,0,6200000,14300000,20,819,7500000,11700000,16700000,4300000,0
1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,4,0,1,4100000,9600000,10,521,11900000,7100000,14100000,4900000,1
1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,0,0,1,6100000,19900000,20,761,4500000,3700000,12700000,7100000,0
1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,0,0,0,700000,1900000,18,572,1400000,1000000,2000000,300000,0
1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,3,0,0,6400000,24100000,12,571,19000000,11500000,13200000,7500000,0
1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,4,0,1,3800000,7800000,20,891,4600000,7000000,14300000,3300000,0
1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1,0,0,4900000,14800000,12,895,8600000,8200000,18300000,5200000,0
1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,2,0,0,2100000,6600000,20,580,3800000,4100000,6200000,2100000,0
1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,2,0,0,6200000,23400000,8,605,10000000,10800000,21800000,9200000,0
1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,4,0,0,1600000,5100000,8,705,2400000,800000,5100000,1900000,0
1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,1,0,1,1300000,5000000,20,423,900000,800000,3900000,1600000,1
1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,5,0,1,7300000,22500000,2,846,9800000,4700000,20300000,5700000,0
1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,2,0,0,2100000,5000000,4,542,700000,600000,6600000,3100000,1
1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,5,0,0,600000,2400000,18,631,600000,300000,2100000,900000,0
1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,4,0,0,7000000,24500000,18,318,4300000,1700000,16300000,3600000,1
1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1,0,1,3000000,6800000,10,541,5800000,5700000,10700000,2900000,1
1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1,0,0,900000,2900000,20,782,0,1500000,3500000,800000,0
1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,2,0,0,9600000,35000000,2,888,12600000,6500000,37900000,5800000,0
1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,0,0,0,1500000,3600000,14,747,200000,1400000,3000000,1200000,0
1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,0,0,1,5000000,18900000,6,641,4300000,8500000,19600000,6700000,0
1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,3,0,1,500000,1700000,4,640,400000,700000,1300000,200000,0
1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,4,0,0,7600000,28100000,12,324,12500000,8500000,19900000,11100000,1
1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,4,0,0,5500000,21200000,20,359,4200000,5300000,18600000,6400000,1
1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,0,0,1,6600000,23300000,12,338,2400000,800000,18900000,9300000,1
1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,0,0,0,1400000,3200000,14,384,3100000,800000,3400000,2000000,1
1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,5,0,1,8800000,26600000,16,545,19100000,16600000,30400000,7600000,1
1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,5,0,0,6200000,24200000,18,610,10200000,7800000,19600000,8300000,0
1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,2,0,1,8300000,27900000,18,840,12600000,3500000,19100000,9200000,0
1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,3,0,0,2400000,8100000,6,630,5100000,2900000,9100000,2300000,0
1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1,0,0,9100000,31200000,4,508,12800000,11700000,31100000,7800000,0
1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,0,0,1,9500000,34900000,4,535,800000,14100000,25600000,14000000,0
1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1,0,0,1200000,3400000,20,717,3100000,1500000,2500000,900000,0
1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,2,0,1,7700000,19300000,8,735,1200000,1900000,23800000,10400000,0
1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,5,0,1,7800000,22000000,20,528,5800000,8800000,24700000,4900000,1
1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,0,0,1,9400000,20000000,4,350,3300000,1400000,37200000,4700000,1
1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,0,0,0,1700000,5700000,12,422,3400000,1100000,6500000,900000,1
1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,5,0,0,4000000,13700000,6,496,-100000,1400000,15800000,3700000,1
1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,4,0,0,4200000,15500000,18,794,7300000,700000,13400000,2200000,0
1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,2,0,0,2400000,7700000,6,719,6000000,1700000,6700000,1600000,0
1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,3,0,1,2700000,6100000,14,630,3900000,2800000,10600000,2300000,0
1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,3,0,1,600000,1800000,4,843,1400000,300000,1700000,400000,0
1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,2,0,0,4600000,15600000,2,764,7700000,1500000,16000000,5800000,0
1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,3,0,0,7200000,17700000,4,662,13100000,11500000,16300000,5300000,0
1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,0,0,0,4700000,15500000,16,311,12800000,200000,17500000,2700000,1
1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,4,0,0,4300000,10100000,2,606,9900000,1800000,8900000,5500000,0
1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,5,0,0,4700000,10200000,16,874,10800000,7700000,11100000,7000000,0
1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,4,0,1,8700000,30000000,4,370,17600000,15600000,34600000,12100000,0
1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1,0,0,7000000,20500000,10,414,19700000,7500000,20700000,5100000,1
1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,2,0,0,600000,1100000,10,800,1200000,200000,2300000,900000,0
1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1,0,0,6800000,16900000,12,779,13800000,10200000,23400000,4400000,0
1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1,0,0,6400000,14100000,20,553,11700000,4500000,20000000,3600000,0
1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,4,0,0,7600000,29900000,18,445,4800000,13900000,18400000,5700000,1
1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,3,0,0,9000000,21400000,8,496,16400000,7300000,31800000,12500000,1
1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,0,0,1,2400000,5900000,10,650,5100000,3700000,5300000,2300000,0
1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,3,0,0,6800000,17900000,6,783,20000000,9800000,23600000,5500000,0
1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,5,0,1,3500000,13500000,10,535,3100000,5700000,12500000,3100000,1
1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,4,0,1,8900000,34000000,20,415,13500000,3100000,33600000,12800000,1
1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,0,0,0,6000000,15300000,8,709,8900000,1700000,16400000,3500000,0
1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,3,0,0,700000,2500000,14,819,1600000,1000000,2100000,900000,0
1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,0,0,1,6800000,17300000,18,841,10500000,8600000,16000000,8700000,0
1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,4,0,1,5300000,10700000,12,700,15800000,1900000,20500000,2900000,0
1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1,0,1,1400000,4200000,4,881,2800000,1200000,5100000,1300000,0
1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,2,0,1,1400000,4600000,4,804,1900000,2200000,5200000,700000,0
1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,4,0,0,9200000,21700000,6,653,22700000,4600000,29400000,8600000,0
